400,0.085
405,0.120
410,0.160
415,0.225
420,0.300
425,0.345
430,0.365
435,0.380
440,0.400
445,0.425
450,0.460
455,0.490
460,0.495
465,0.470
470,0.445
475,0.410
480,0.415
485,0.420
490,0.410
495,0.360
500,0.275
505,0.195
510,0.130
515,0.085
520,0.050
525,0.025
530,0.010
535,0.000
540,0.000
545,0.000
550,0.000
555,0.000
